4,1,3
6,1,4
6,1,5
8,1,5
10,2,6
12,1,6
14,1,6
8,1,7
12,1,7
14,1,7
16,2,7
18,1,7
20,1,7
22,2,7
14,1,8
18,1,8
18,1,8
20,1,8
22,2,8
24,1,8
24,1,8
26,2,8
26,2,8
28,3,8
28,3,8
30,1,8
30,1,8
32,1,8
34,2,8
36,2,8
38,1,8
46,3,8
8,1,8
10,2,8
16,2,8
10,2,9
16,2,9
20,1,9
22,2,9
24,1,9
28,3,9
30,1,9
32,1,9
32,1,9
34,2,9
34,2,9
36,2,9
38,1,9
38,1,9
40,2,9
40,2,9
40,2,9
42,1,9
42,1,9
42,1,9
44,1,9
44,1,9
46,3,9
46,3,9
48,1,9
48,1,9
50,2,9
52,2,9
52,2,9
54,1,9
56,2,9
60,1,9
62,1,9
70,2,9
28,3,9
38,1,9
46,3,9
58,2,9
56,2,9
76,3,9
50,2,9
10,1,9
14,1,9
18,1,9
24,1,9
10,2,9
28,3,9
28,3,9
26,2,9
18,1,10
24,1,10
26,2,10
28,3,10
34,2,10
38,1,10
44,1,10
30,1,10
40,2,10
46,3,10
44,1,10
48,1,10
54,1,10
58,2,10
44,1,10
48,1,10
42,1,10
56,2,10
52,2,10
36,2,10
46,3,10
50,2,10
60,1,10
56,2,10
66,2,10
62,1,10
72,1,10
54,1,10
64,3,10
68,1,10
58,2,10
70,2,10
66,2,10
38,1,10
50,2,10
52,2,10
54,1,10
60,1,10
62,1,10
76,3,10
72,1,10
82,4,10
74,1,10
80,1,10
90,1,10
32,1,10
42,1,10
50,2,10
60,1,10
54,1,10
68,1,10
60,1,10
74,1,10
48,1,10
62,1,10
66,2,10
80,1,10
66,2,10
76,3,10
86,2,10
34,2,10
46,3,10
58,2,10
52,2,10
64,3,10
76,3,10
64,3,10
58,2,10
88,2,10
68,1,10
78,2,10
74,1,10
84,1,10
64,3,10
82,4,10
58,2,10
64,3,10
70,2,10
62,1,10
72,1,10
86,2,10
64,3,10
84,1,10
88,2,10
58,2,10
86,2,10
82,4,10
102,1,10
100,3,10
78,2,10
74,1,10
90,1,10
68,1,10
72,1,10
92,2,10
94,2,10
88,2,10
82,4,10
82,4,10
66,2,10
86,2,10
74,1,10
76,3,10
78,2,10
92,2,10
76,3,10
94,2,10
64,3,10
86,2,10
84,1,10
78,2,10
88,2,10
112,2,10
94,2,10
110,1,10
96,2,10
104,1,10
98,1,10
102,1,10
106,3,10
116,2,10
106,3,10
122,2,10
10,0,10
12,1,10
20,1,10
30,1,10
16,1,10
26,2,10
18,1,10
32,1,10
12,1,10
20,1,10
24,1,10
38,1,10
18,2,10
26,2,10
36,2,10
14,1,10
10,2,10
22,2,10
16,2,10
28,3,10
40,2,10
14,1,10
34,2,10
28,3,10
32,1,10
42,1,10
30,1,10
44,1,10
22,1,10
18,0,10
24,1,10
26,2,10
36,2,10
50,2,10
46,3,10
40,2,10
22,2,10
16,1,10
36,2,10
52,2,10
46,3,10
40,2,10
128,1,11
138,1,11
116,2,11
98,1,11
126,3,11
136,4,11
96,2,11
118,3,11
66,2,11
108,1,11
114,1,11
104,1,11
62,1,11
134,2,11
108,1,11
106,3,11
124,2,11
128,1,11
156,2,11
114,1,11
76,3,11
102,1,11
104,1,11
158,1,11
156,2,11
158,1,11
144,2,11
122,2,11
116,2,11
150,1,11
126,3,11
140,1,11
96,2,11
120,2,11
122,2,11
122,2,11
94,2,11
118,3,11
102,1,11
90,1,11
116,2,11
108,1,11
136,4,11
118,3,11
88,2,11
88,2,11
118,3,11
114,1,11
106,3,11
84,1,11
116,2,11
138,1,11
98,1,11
140,1,11
72,1,11
110,1,11
100,3,11
82,4,11
44,1,11
86,2,11
104,1,11
56,2,11
94,2,11
98,1,11
60,1,11
120,2,11
126,3,11
104,1,11
142,2,11
152,1,11
160,2,11
154,3,11
178,2,11
74,1,11
84,1,11
146,2,11
132,1,11
124,2,11
144,2,11
138,1,11
128,1,11
96,2,11
114,1,11
102,1,11
108,1,11
92,2,11
122,2,11
102,1,11
120,2,11
88,2,11
130,2,11
104,1,11
94,2,11
108,1,11
74,1,11
122,2,11
72,1,11
78,2,11
136,4,11
142,2,11
168,1,11
100,3,11
82,4,11
126,3,11
110,1,11
94,2,11
112,2,11
100,3,11
118,3,11
98,1,11
104,1,11
126,3,11
110,1,11
152,1,11
122,2,11
138,1,11
118,3,11
88,2,11
78,2,11
110,1,11
120,2,11
128,1,11
118,3,11
156,2,11
176,3,11
146,2,11
138,1,11
130,2,11
114,1,11
124,2,11
132,1,11
136,4,11
80,1,11
124,2,11
154,3,11
164,1,11
112,2,11
162,2,11
100,3,11
66,2,11
104,1,11
60,1,11
90,1,11
74,1,11
84,1,11
124,2,11
152,1,11
116,2,11
128,1,11
126,3,11
128,1,11
118,3,11
90,1,11
68,1,11
172,3,11
92,2,11
136,4,11
120,2,11
112,2,11
146,2,11
58,2,11
168,1,11
120,2,11
170,2,11
82,4,11
60,1,11
114,1,11
126,3,11
122,2,11
186,2,11
184,2,11
140,1,11
136,4,11
80,1,11
106,3,11
112,2,11
98,1,11
124,2,11
58,2,11
90,1,11
100,3,11
74,1,11
116,2,11
88,2,11
110,1,11
96,2,11
118,3,11
68,1,11
150,1,11
86,2,11
84,1,11
98,1,11
96,2,11
94,2,11
54,1,11
148,3,11
144,2,11
116,2,11
100,3,11
86,2,11
82,4,11
112,2,11
64,3,11
102,1,11
92,2,11
86,2,11
106,3,11
142,2,11
74,1,11
68,1,11
154,3,11
146,2,11
70,2,11
134,2,11
148,3,11
140,1,11
132,1,11
88,2,11
86,2,11
80,1,11
102,1,11
76,3,11
90,1,11
54,1,11
72,1,11
144,2,11
134,2,11
72,1,11
52,2,11
100,3,11
124,2,11
174,1,11
38,1,11
72,1,11
100,3,11
94,2,11
66,2,11
196,3,11
62,1,11
96,2,11
48,1,11
70,2,11
148,3,11
76,3,11
42,1,11
20,1,11
160,2,11
118,3,11
86,2,11
134,2,11
132,1,11
134,2,11
132,1,11
144,2,11
134,2,11
98,1,11
76,3,11
80,1,11
70,2,11
130,2,11
108,1,11
82,4,11
136,4,11
110,1,11
210,2,11
192,1,11
140,1,11
152,1,11
138,1,11
172,3,11
150,1,11
160,2,11
166,3,11
130,2,11
162,2,11
136,4,11
142,2,11
92,2,11
106,3,11
156,2,11
128,1,11
148,3,11
180,1,11
162,2,11
148,3,11
182,1,11
206,2,11
146,2,11
142,2,11
100,3,11
130,2,11
82,4,11
124,2,11
110,1,11
112,2,11
176,3,11
132,1,11
98,1,11
154,3,11
200,1,11
162,2,11
150,1,11
118,3,11
136,4,11
106,3,11
84,1,11
72,1,11
94,2,11
62,1,11
80,1,11
120,2,11
78,2,11
172,3,11
158,1,11
122,2,11
126,3,11
136,4,11
120,2,11
110,1,11
122,2,11
152,1,11
84,1,11
100,3,11
96,2,11
170,2,11
188,2,11
150,1,11
146,2,11
90,1,11
116,2,11
190,4,11
66,2,11
50,2,11
76,3,11
60,1,11
90,1,11
70,2,11
56,2,11
88,2,11
62,1,11
30,1,11
32,1,11
130,2,11
92,2,11
94,2,11
112,2,11
146,2,11
156,2,11
186,2,11
166,3,11
136,4,11
124,2,11
106,3,11
46,3,11
80,1,11
92,2,11
32,1,11
54,1,11
58,2,11
70,2,11
40,2,11
36,2,11
26,2,11
52,2,11
82,4,11
12,1,11
28,3,11
58,2,11
44,1,11
50,2,11
72,1,11
34,1,11
68,1,11
54,1,11
32,1,11
66,2,11
56,2,11
20,1,11
16,2,11
46,3,11
36,2,11
38,1,11
48,1,11
34,2,11
12,1,11
26,1,11
50,2,11
56,2,11
30,1,11
26,1,11
48,1,11
42,1,11
24,1,11
22,2,11
52,2,11
34,2,11
30,1,11
70,2,11
52,2,11
34,0,11
90,1,11
68,1,11
26,2,11
14,1,11
42,2,11
80,1,11
54,1,11
34,0,11
90,1,11
68,1,11
42,2,11
80,1,11
54,1,11
30,1,11
18,0,11
26,2,11
30,1,11
60,1,11
38,1,11
44,1,11
62,1,11
36,2,11
20,1,11
36,2,11
54,1,11
32,1,11
26,1,11
34,2,11
40,2,11
22,2,11
34,2,11
76,3,11
26,2,11
64,3,11
46,3,11
20,1,11
64,3,11
82,4,11
26,2,11
26,2,11
64,3,11
46,3,11
38,3,11
46,3,11
18,2,11
32,2,11
32,3,11
20,1,11
50,2,11
36,2,11
46,3,11
34,2,11
52,2,11
16,1,11
62,1,11
42,1,11
32,1,11
18,2,11
48,1,11
58,2,11
34,2,11
26,1,11
26,2,11
70,2,11
40,2,11
46,3,11
40,2,11
20,1,11
66,2,11
24,1,11
70,2,11
28,3,11
22,2,11
74,1,11
58,2,11
42,1,11
24,1,11
56,2,11
36,2,11
54,1,11
78,2,11
18,0,11
36,2,11
22,2,11
70,2,11
48,1,11
46,3,11
28,3,11
58,2,11
60,1,11
64,3,11
32,3,11
56,2,11
44,1,11
44,1,11
54,1,11
68,1,11
26,2,11
34,2,11
48,1,11
22,1,11
64,3,11
58,2,11
18,2,11
10,2,11
52,2,11
22,2,11
34,2,11
26,2,11
66,2,11
26,2,11
64,3,11
38,1,11
76,3,11
34,2,11
76,3,11
40,1,11
40,1,11
58,2,11
80,1,11
52,2,11
78,2,11
66,2,11
46,3,11
72,1,11
68,1,11
64,3,11
56,2,11
46,3,11
86,2,11
60,1,11
64,3,11
76,3,11
36,2,11
64,3,11
66,2,11
50,2,11
46,3,11
98,1,11
66,2,11
64,3,11
84,1,11
96,2,11
78,2,11
56,2,11
46,3,11
94,2,11
32,2,11
88,2,11
106,3,11
214,2,12
166,3,12
254,2,12
254,2,12
202,2,12
198,1,12
150,1,12
190,4,12
190,4,12
178,2,12
160,2,12
72,1,12
212,1,12
204,2,12
180,1,12
152,1,12
176,3,12
262,3,12
180,1,12
218,2,12
212,1,12
206,2,12
144,2,12
174,1,12
224,1,12
222,2,12
218,2,12
220,2,12
164,1,12
236,2,12
138,1,12
236,2,12
230,1,12
230,1,12
216,2,12
186,2,12
86,2,12
114,1,12
108,1,12
152,1,12
232,3,12
130,2,12
132,1,12
140,1,12
174,1,12
166,3,12
172,3,12
204,2,12
264,1,12
164,1,12
158,1,12
140,1,12
190,4,12
148,3,12
248,2,12
126,3,12
282,1,12
214,2,12
192,1,12
244,5,12
146,2,12
152,1,12
98,1,12
220,2,12
170,2,12
100,3,12
186,2,12
144,2,12
140,1,12
196,3,12
224,1,12
204,2,12
244,5,12
154,3,12
228,1,12
208,3,12
154,3,12
156,2,12
222,2,12
154,3,12
148,3,12
190,4,12
208,3,12
260,2,12
172,3,12
238,2,12
200,1,12
106,3,12
214,2,12
232,3,12
226,4,12
230,1,12
260,2,12
128,1,12
256,3,12
306,2,12
226,4,12
330,2,12
134,2,12
168,1,12
148,3,12
118,3,12
156,2,12
152,1,12
190,4,12
262,3,12
184,2,12
206,2,12
160,2,12
272,1,12
192,1,12
252,1,12
148,3,12
212,1,12
148,3,12
208,3,12
70,2,12
132,1,12
82,4,12
226,4,12
166,3,12
184,2,12
276,3,12
196,3,12
226,4,12
322,2,12
150,1,12
200,1,12
192,1,12
170,2,12
216,2,12
258,1,12
290,2,12
198,1,12
202,2,12
268,2,12
136,4,12
184,2,12
186,2,12
112,2,12
214,2,12
164,1,12
138,1,12
146,2,12
124,2,12
144,2,12
232,3,12
110,1,12
112,2,12
150,1,12
132,1,12
206,2,12
194,1,12
146,2,12
108,1,12
234,1,12
212,1,12
226,4,12
172,3,12
118,3,12
136,4,12
194,1,12
250,2,12
158,1,12
154,3,12
196,3,12
280,3,12
176,3,12
118,3,12
184,2,12
154,3,12
178,2,12
70,2,12
162,2,12
144,2,12
182,1,12
204,2,12
176,3,12
186,2,12
218,2,12
182,1,12
100,3,12
140,1,12
124,2,12
212,1,12
210,2,12
110,1,12
128,1,12
230,1,12
224,1,12
156,2,12
170,2,12
224,1,12
238,2,12
232,3,12
108,1,12
118,3,12
210,2,12
224,1,12
210,2,12
78,2,12
142,2,12
292,2,12
196,3,12
300,2,12
244,5,12
316,4,12
170,2,12
172,3,12
168,1,12
96,2,12
80,1,12
144,2,12
136,4,12
162,2,12
188,2,12
164,1,12
112,2,12
134,2,12
184,2,12
190,4,12
90,1,12
88,2,12
216,2,12
186,2,12
84,1,12
250,2,12
220,2,12
202,2,12
180,1,12
194,1,12
120,2,12
174,1,12
72,1,12
126,3,12
128,1,12
92,2,12
164,1,12
230,1,12
314,1,12
188,2,12
308,1,12
76,3,12
300,2,12
288,2,12
208,3,12
290,2,12
304,2,12
168,1,12
310,2,12
274,3,12
244,5,12
184,2,12
190,4,12
246,3,12
226,4,12
180,1,12
256,3,12
272,1,12
148,3,12
194,1,12
248,2,12
190,4,12
228,1,12
186,2,12
212,1,12
210,2,12
282,1,12
278,1,12
218,2,12
254,2,12
106,3,12
226,4,12
258,1,12
230,1,12
286,3,12
226,4,12
126,3,12
176,3,12
226,4,12
228,1,12
194,1,12
110,1,12
320,2,12
340,2,12
244,5,12
128,1,12
166,3,12
84,1,12
92,2,12
98,1,12
108,1,12
122,2,12
156,2,12
198,1,12
116,2,12
266,2,12
